earnings,persons,kind,u18,ins,med_exp,div,assist,self_emp,unemp,spanish
120000,1,3,0,3000,400,25000,0,2,2,2
320000,3,1,1,3600,500,750,0,2,1,1
50000,2,3,0,2742,8000,0,0,2,2,2
77000,1,3,0,0,0,0,0,2,2,2
25000,1,2,0,1200,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
205000,1,2,0,1200,5000,150,0,2,2,2
0,2,1,0,0,0,53000,0,2,2,2
0,2,1,0,5000,600,0,0,2,2,2
110000,2,1,0,5600,3000,0,0,2,1,2
160000,1,3,0,7200,500,0,0,2,2,2
15970,4,3,3,0,0,0,200,1,1,2
39000,2,1,0,1500,2000,0,0,2,2,2
150000,4,1,2,7176,800,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
0,2,1,0,0,100,0,0,2,2,2
1500,1,2,0,0,250,0,0,1,2,2
135000,4,1,2,1500,800,50,0,2,2,2
92002,2,1,0,5600,3000,0,0,2,2,2
0,2,1,0,0,100,0,0,2,2,2
42000,4,3,2,150,2000,0,0,2,2,1
0,1,3,0,0,0,0,0,2,2,2
99000,10,3,4,150,1200,900,0,2,2,2
8000,3,2,2,0,0,0,0,2,2,2
134000,3,1,1,7100,1600,8000,0,2,2,2
133000,3,1,1,11200,2500,0,0,2,2,2
121314,2,1,0,4800,1400,400,0,2,2,2
65000,3,1,1,2500,700,0,0,2,2,1
124000,5,1,1,11200,2600,1,0,2,1,2
0,2,1,0,0,100,0,0,2,2,2
5000,1,3,0,0,0,0,0,2,1,2
292000,2,1,0,0,2000,25000,0,2,2,2
37000,2,3,1,0,16000,0,0,2,2,1
30160,1,2,0,0,0,0,0,2,2,1
60000,2,3,0,3000,1100,0,0,2,2,2
32000,2,1,0,0,25000,0,0,1,1,2
0,1,3,0,150,1000,0,0,2,2,2
34955,1,3,0,600,500,0,0,2,2,1
0,1,3,0,0,0,600,0,2,2,2
0,1,2,0,0,0,0,0,2,2,1
31500,1,2,0,1000,40,0,0,2,1,2
10000,1,3,0,0,0,0,0,2,2,1
118900,3,3,0,2400,800,0,0,2,2,1
73000,4,1,2,1000,40,0,0,2,1,1
180000,3,1,0,3000,2400,0,0,2,2,2
29041,3,1,0,200,5000,0,0,2,2,2
22500,2,3,0,0,0,0,0,2,2,2
0,4,3,3,0,0,0,0,2,2,2
58002,4,1,2,7500,5300,150000,0,2,1,2
10000,1,2,0,0,0,0,0,2,2,2
89000,2,1,0,0,1000,50,0,2,2,1
110000,2,2,1,2400,900,0,0,2,2,2
119000,3,1,1,3600,2700,500,0,2,2,1
70000,3,1,1,0,700,0,0,2,1,1
54000,4,2,0,1300,500,0,0,2,2,2
0,2,1,0,0,350,0,0,2,2,2
103000,3,1,1,3600,2700,0,0,2,2,2
155000,3,1,1,3700,1000,51,0,2,2,2
136100,6,1,2,6840,6000,0,0,2,1,2
55000,1,2,0,0,0,0,0,2,1,2
90000,1,3,0,3000,500,0,0,2,2,1
75700,3,1,0,1920,1000,0,0,2,1,2
85000,1,3,0,1200,0,0,0,2,2,2
10000,4,1,1,0,1720,0,0,2,2,1
0,2,1,0,4,340,0,0,2,2,1
13800,5,1,3,0,0,0,0,1,2,1
82000,2,3,1,2760,10200,0,0,2,2,1
20000,1,3,0,300,90,0,0,2,2,2
155000,4,1,2,8400,950,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
104000,2,1,0,3240,450,0,0,2,2,2
46000,2,2,0,0,75,0,0,2,2,2
8500,1,2,0,0,0,0,0,2,2,2
0,2,1,0,0,2100,0,0,2,2,2
0,1,3,0,0,3000,0,0,2,2,2
0,1,3,0,0,400,0,0,2,2,2
0,1,3,0,0,400,0,0,2,2,2
0,2,3,1,0,0,0,0,2,2,2
3000,1,3,0,0,100,0,0,1,2,2
0,1,2,0,0,100,0,0,2,2,2
0,1,3,0,0,400,0,0,2,2,2
120000,7,1,5,7500,200,0,0,2,2,2
104364,3,1,1,990,1200,0,0,2,2,2
25000,1,2,0,0,200,100,0,2,1,2
30000,1,3,0,3000,500,40,0,2,2,2
0,1,3,0,0,3000,0,0,2,2,2
55002,1,2,0,0,1000,0,0,1,1,2
25000,1,2,0,0,0,0,0,2,2,2
0,1,3,0,0,3000,0,0,2,2,2
0,2,1,0,5000,5000,1500,0,2,2,2
77500,1,2,0,2400,150,250,0,2,2,2
62000,1,2,0,2400,150,0,0,2,2,2
20002,1,2,0,0,200,0,0,2,2,2
150500,4,1,2,12000,10000,0,0,2,2,2
160000,3,1,1,12000,1850,0,0,2,2,2
5500,1,2,0,0,0,0,0,2,2,2
14000,1,2,0,1200,0,0,0,2,2,2
28000,1,2,0,0,100,0,0,1,2,2
14000,1,3,0,0,240,0,0,2,2,2
10500,1,3,0,0,300,0,0,2,2,2
57000,3,1,1,3700,1000,4500,0,2,1,2
470000,2,1,0,0,2000,0,0,2,2,2
5390,4,1,1,2,540,0,0,2,1,2
5390,2,1,0,2,540,0,0,2,1,2
235000,2,1,0,3240,450,0,0,2,1,2
0,2,1,0,2000,400,2500,0,2,2,1
99000,4,1,2,4000,4000,35,0,2,2,1
150000,4,1,2,12000,1400,0,0,2,2,2
52000,1,3,0,2700,600,200,0,2,2,1
0,2,1,0,0,1050,0,0,2,2,2
67000,3,3,2,10000,700,0,0,2,2,2
80000,6,1,4,0,500,0,0,1,2,2
45000,2,3,1,600,200,0,0,2,2,2
97000,4,1,2,1200,2000,0,0,2,2,2
30000,4,1,2,0,375,0,0,2,2,2
0,2,3,1,0,180,0,0,2,2,1
0,1,3,0,0,100,0,0,2,2,1
193000,3,1,0,5000,3500,660,0,2,2,2
118000,4,1,2,8400,700,0,0,2,2,2
0,2,3,1,0,0,0,0,2,2,2
100,1,2,0,0,0,0,0,2,2,2
53000,5,1,3,4000,1900,0,0,1,2,2
206000,2,1,0,4332,4450,10,0,2,2,2
250000,2,1,0,0,0,700,0,2,2,2
60000,1,3,0,3000,3000,0,0,2,2,2
0,1,3,0,0,100,0,0,2,2,2
344000,4,1,2,8400,950,4500,0,1,2,2
85700,4,1,2,4000,1200,400,0,1,2,2
74200,4,3,2,14560,400,0,0,2,2,2
28000,1,2,0,0,100,0,0,2,1,1
100000,2,3,0,3002,3300,0,0,2,2,2
82000,4,1,2,12000,560,0,0,2,2,2
64000,7,1,2,0,450,0,0,2,2,1
0,2,1,0,0,0,0,0,2,2,1
42000,1,2,0,2220,1000,0,0,2,2,2
60000,1,3,0,0,0,0,0,2,2,2
54000,2,1,0,0,250,0,0,2,2,1
198000,2,1,0,14560,1500,94,0,1,2,2
0,2,3,1,0,0,0,300,2,2,2
0,1,2,0,0,0,0,0,2,1,2
130000,4,1,2,5000,50,0,0,2,2,2
43000,6,1,4,0,1200,0,2400,2,1,1
45000,1,2,0,0,2000,0,0,1,1,2
122800,3,3,2,3094,9109,36,0,2,2,2
173749,4,1,0,2400,31500,0,0,2,1,2
122000,3,1,1,3700,1000,0,0,2,2,2
100000,5,1,2,9000,4000,0,0,2,2,2
53000,3,1,0,7800,6000,0,0,2,2,1
45000,2,1,0,3000,3000,0,0,2,2,1
48000,1,2,0,2220,3500,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
4000,1,3,0,0,200,0,2000,2,2,2
16000,1,3,0,0,0,0,0,2,2,2
120000,3,1,1,0,0,0,0,2,1,2
106000,8,1,6,0,700,0,0,2,2,2
24800,7,1,4,0,200,0,0,2,1,1
26000,1,3,0,2,0,0,0,1,1,2
0,1,2,0,0,2500,0,0,2,2,2
0,2,1,0,6480,2900,0,0,2,2,2
58000,3,1,0,10500,2400,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,1
78000,1,2,0,1200,120,25000,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,2,0,0,0,3000,0,2,2,2
0,1,2,0,0,25000,0,0,2,2,2
0,1,3,0,0,100000,0,0,2,2,2
0,1,3,0,3600,2000,0,0,2,2,2
20000,2,1,0,9000,2000,0,0,2,2,2
51000,2,1,0,3200,500,0,0,2,2,2
16000,5,1,3,0,0,0,0,1,2,1
66000,2,1,0,7020,1600,0,0,1,2,1
27000,2,1,0,0,0,0,0,2,2,1
0,1,2,0,0,200,0,0,2,2,1
17000,7,1,5,0,0,0,0,1,2,1
0,2,1,0,0,0,0,0,2,2,1
0,2,1,0,4512,1000,0,0,2,2,2
0,1,2,0,0,0,2000,0,2,2,2
75000,1,2,0,3120,1000,0,0,2,2,2
66000,1,2,0,480,500,100,0,2,2,1
0,2,1,0,8760,900,0,0,2,2,2
0,3,1,0,0,980,0,0,2,2,1
49000,2,1,0,0,0,0,0,2,2,1
39000,2,1,0,0,0,0,0,2,2,2
50000,2,1,0,0,0,600,0,2,2,2
54000,5,1,3,0,0,0,0,2,2,2
35800,2,2,0,0,0,0,0,1,2,1
0,1,2,0,1356,150,50000,0,2,2,2
138000,4,1,2,0,0,1000,0,2,2,2
0,1,2,0,250,200,0,0,2,2,2
59800,3,1,1,0,0,0,0,2,2,2
36000,4,1,2,0,0,0,0,2,2,1
0,2,1,0,0,0,0,0,2,2,1
0,1,2,0,0,125,0,0,2,2,2
600,1,3,0,0,0,0,0,2,2,1
45000,2,1,0,3800,700,0,0,2,2,1
30500,1,2,0,0,0,0,0,2,2,1
39500,1,3,0,0,0,0,0,2,2,1
70000,4,1,2,0,1200,0,0,1,2,2
69000,3,1,0,1920,1500,0,0,2,2,1
142000,5,1,3,0,0,1000,0,2,2,2
50000,4,3,1,0,0,0,0,2,2,1
0,1,2,0,0,0,0,0,2,2,2
0,1,2,0,0,200,3000,0,2,2,2
93680,2,1,0,4800,2000,0,0,2,2,1
71000,2,1,0,5200,0,0,0,2,2,2
34000,2,1,0,5000,0,260,0,2,2,1
90000,2,1,0,2160,9000,0,0,2,2,1
13000,1,2,0,300,100,0,0,2,2,2
2500,1,2,0,0,40,0,0,1,2,2
35000,1,3,0,0,0,0,0,2,2,2
22000,1,3,0,0,27,0,0,2,2,1
5761,1,3,0,0,0,0,500,2,1,1
25000,3,1,1,960,300,4000,0,2,2,2
16000,3,1,0,3960,700,0,0,2,2,1
40000,2,2,0,2220,200,0,0,2,2,1
0,2,1,0,0,600,0,0,2,2,1
0,2,3,0,0,0,0,0,2,2,1
0,3,1,0,0,0,0,0,2,2,1
100000,3,1,1,0,0,0,0,2,2,1
0,2,1,0,0,1500,0,0,2,2,1
16000,6,1,3,0,150,0,0,2,2,1
16000,4,3,3,0,0,0,0,2,2,1
0,2,1,0,0,0,0,0,2,2,1
11600,1,2,0,0,500,0,0,2,2,1
35000,2,1,0,0,500,0,0,2,2,1
0,1,3,0,0,200,0,0,2,2,1
0,2,1,0,2900,400,0,0,2,2,1
5000,4,2,2,0,0,0,0,2,2,1
5000,3,3,2,0,0,0,0,2,2,1
18000,2,1,0,6000,0,0,0,2,2,1
117000,2,2,0,480,500,400,0,2,2,1
0,2,3,0,500,200,0,0,2,2,1
67000,2,1,0,0,0,0,0,2,2,2
37000,4,1,2,0,0,0,0,2,2,2
0,1,3,0,100,3000,45000,0,2,2,2
0,2,1,0,0,200,32000,0,2,2,2
78000,3,1,1,2400,300,300,0,2,2,2
19000,2,1,0,5300,1000,0,0,2,2,1
11440,3,2,2,0,0,0,0,2,2,2
25000,1,3,0,0,1200,0,0,2,2,2
65120,1,2,0,3900,65,0,0,2,2,1
52000,3,1,1,4200,350,0,0,2,2,1
0,1,2,0,0,150,0,0,2,2,2
1200,1,3,0,0,300,0,0,2,2,2
0,1,3,0,3000,0,0,0,2,2,2
52000,1,2,0,0,1500,0,0,2,2,2
125300,2,1,0,3000,1000,0,0,1,2,2
60000,7,1,4,0,1940,0,0,2,1,1
0,1,3,0,0,244,0,0,2,2,2
20000,1,2,0,0,400,300,0,2,1,1
105000,4,1,2,1800,1100,0,0,2,2,2
0,1,3,0,960,240,0,0,2,2,1
65000,2,1,0,8568,500,0,0,2,2,1
18002,1,3,0,2880,8000,0,0,1,1,1
60000,2,1,0,400,820,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,1
65000,2,3,0,3000,6200,0,0,2,1,2
0,2,1,0,3840,200,0,0,2,2,2
0,1,2,0,3000,200,0,0,2,2,2
0,1,3,0,0,1785,0,0,2,2,2
7000,2,1,0,17000,50,0,0,2,1,2
146000,2,1,0,4800,200,0,0,2,2,1
0,1,3,0,0,0,0,0,2,2,2
77000,5,1,3,4800,500,0,0,2,2,1
30000,5,1,3,0,0,0,0,2,1,1
185000,2,1,0,7200,4000,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
156256,3,1,1,6400,430,2596,0,2,2,1
27000,3,2,0,650,577,0,0,2,2,1
12000,2,1,0,650,577,0,0,2,2,2
171000,2,1,0,7200,4000,238,0,2,2,2
32000,1,2,0,960,0,0,0,2,2,2
81600,2,1,0,5000,1500,2500,0,2,2,2
57500,2,2,0,1800,0,0,0,2,2,2
0,1,3,0,2244,1000,120,0,2,2,2
0,1,3,0,0,100,0,0,2,2,1
40000,4,1,2,4800,600,0,0,2,2,1
0,3,3,2,0,3000,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
50090,2,3,1,0,0,0,0,2,2,2
58200,3,2,1,0,0,0,0,2,2,1
31200,2,3,1,0,0,0,0,2,2,1
22600,2,3,0,1500,0,0,0,2,2,2
23270,3,1,0,0,190,0,0,1,2,1
0,1,3,0,0,0,0,0,2,2,2
122800,2,1,0,7200,4000,0,0,2,2,1
11400,5,1,3,0,0,0,0,2,2,1
146000,4,1,2,6400,460,0,0,2,2,2
0,2,1,0,3828,185,13,0,2,2,1
80000,2,1,0,0,0,0,0,2,2,1
0,1,3,0,0,200,0,0,2,2,1
0,1,2,0,0,0,0,0,2,2,1
4000,2,1,0,0,3320,0,0,2,2,1
13000,5,3,3,0,300,0,0,2,2,1
44000,2,1,0,6046,5600,0,0,2,2,1
0,1,3,0,2736,120,0,0,2,2,1
58000,4,1,2,1500,400,0,0,2,2,1
110000,1,2,0,840,2200,1000,0,2,2,1
20000,1,3,0,0,0,0,0,2,1,1
54000,1,2,0,0,1000,0,0,2,2,1
0,2,2,1,0,100,0,0,2,2,2
60000,1,3,0,0,200,0,0,1,2,2
0,1,3,0,0,0,0,0,2,2,1
0,1,2,0,0,0,0,0,2,2,1
60000,4,1,2,0,350,0,0,2,1,1
0,1,3,0,0,300,0,0,2,2,1
2000,2,3,1,0,0,0,0,2,2,1
18000,1,3,0,0,0,0,0,2,2,2
64000,1,2,0,4800,0,0,0,2,2,2
46502,7,1,4,4200,1025,0,0,1,2,1
51000,1,3,0,840,2200,0,0,2,2,1
4671,1,3,0,0,200,0,0,2,1,1
0,1,3,0,0,0,0,0,2,2,1
26000,5,3,4,0,0,0,0,2,1,1
45005,3,1,1,6000,3400,0,0,2,2,2
41985,2,3,1,0,1200,0,0,2,2,2
41819,1,2,0,0,0,0,0,2,2,2
0,1,2,0,0,200,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,2,1,0,450,300,0,0,2,2,2
74836,1,3,0,1500,0,0,0,2,2,2
13000,3,2,1,1600,0,0,0,2,1,1
0,1,2,0,0,0,0,0,2,2,2
7613,5,1,3,0,0,0,0,2,1,2
0,2,1,0,0,200,0,0,2,2,2
110000,3,1,0,9936,4120,73,0,2,2,2
114000,2,1,0,3023,600,0,0,2,2,1
101000,8,3,3,0,50,0,0,2,2,1
21000,4,3,3,0,50,0,0,2,2,1
14078,1,2,0,0,20,0,0,2,2,1
61000,2,1,0,1200,200,50,0,2,2,2
60000,1,3,0,600,700,40,0,2,2,2
5161,4,2,1,12000,165,0,0,1,2,1
4161,3,1,1,12000,75,0,0,1,2,1
0,2,1,0,443,0,0,0,2,2,2
95000,2,3,0,20600,350,0,0,2,2,1
0,1,3,0,0,0,0,0,2,2,2
38000,4,1,1,3840,300,0,0,2,2,2
74480,5,3,1,84,665,0,0,1,2,1
60000,2,1,0,84,605,0,0,1,2,1
14480,2,3,1,0,60,0,0,2,2,1
4500,4,1,1,0,0,0,0,2,2,1
25000,4,3,3,0,0,0,0,2,1,2
0,1,2,0,0,0,0,0,2,2,2
35000,1,2,0,0,0,0,0,2,2,1
93000,5,1,3,6720,9000,0,0,2,2,1
128000,4,1,2,0,1800,0,0,2,2,2
2500,2,2,0,0,0,0,0,1,2,2
36500,2,3,1,2340,0,0,0,2,2,2
4001,2,2,0,360,400,0,0,1,2,1
34000,3,3,1,2340,0,0,0,2,2,2
167000,4,1,1,0,0,0,0,2,2,2
26000,1,2,0,0,350,0,0,2,2,1
94840,4,1,1,0,1940,0,0,2,2,1
0,3,3,0,0,0,0,0,2,2,1
20500,1,2,0,0,0,0,0,2,1,2
46352,3,1,1,0,500,0,0,2,1,2
0,2,1,0,443,0,0,0,2,2,2
20000,1,2,0,1200,100,750,0,2,2,2
54000,2,1,0,0,0,0,0,1,2,1
20000,1,2,0,0,0,0,0,1,2,1
37001,4,1,1,0,4265,0,0,1,2,1
0,1,2,0,2244,1000,0,0,2,2,1
1500,1,2,0,0,0,0,0,2,2,1
0,1,3,0,0,2500,0,3000,2,2,1
74000,3,1,1,0,0,0,0,2,2,1
35000,2,1,0,1200,1000,0,0,2,2,1
0,2,1,0,0,2000,0,0,2,2,1
0,2,2,0,0,0,0,0,2,2,1
40000,1,3,0,0,0,0,0,2,2,1
0,1,2,0,100,200,0,0,2,2,1
0,3,3,2,0,0,0,0,2,2,2
30000,2,3,0,2581,0,0,0,2,2,2
26000,1,2,0,2340,0,0,0,2,2,2
90000,2,1,0,1800,500,0,0,2,2,2
161499,5,1,1,2760,700,0,0,2,2,2
20000,2,3,1,0,200,0,0,2,2,2
72200,2,1,0,0,0,0,0,2,2,2
180000,6,1,3,0,2200,0,0,2,2,2
0,2,1,0,0,200,0,0,2,2,1
64000,1,2,0,0,0,0,0,2,2,1
10000,1,3,0,1200,0,0,0,2,2,1
132000,4,1,2,3600,400,0,0,1,2,2
94000,4,3,3,0,20,0,0,2,2,2
77000,5,1,3,0,0,0,0,2,1,1
20200,2,1,0,720,400,0,0,2,2,1
24000,4,1,2,144,200,0,0,2,2,2
52000,1,2,0,2000,1000,0,0,2,2,1
47000,1,3,0,2000,1000,0,0,2,2,1
161000,2,1,0,0,2200,0,0,2,1,1
0,1,3,0,600,0,0,0,2,2,2
155000,2,1,0,10000,2000,0,0,2,2,1
30000,2,1,0,5000,2000,1185,0,2,2,2
79000,5,3,0,0,0,0,0,2,2,2
56000,2,1,0,0,0,0,0,2,2,2
43000,2,2,0,1200,1000,0,0,1,2,2
0,1,3,0,0,1500,0,0,2,2,2
80960,7,1,4,0,0,0,0,2,1,2
9590,6,1,2,0,50,0,0,2,2,2
9590,2,3,1,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
25000,1,2,0,1118,1000,0,0,2,2,2
10000,1,3,0,0,0,0,0,2,2,2
20000,3,3,2,0,198,0,0,2,2,2
0,2,3,0,0,0,0,0,2,2,2
0,3,1,0,1400,1500,0,0,2,2,1
51900,3,1,0,1254,1425,0,0,2,2,1
120000,1,3,0,400,0,0,0,2,2,2
0,3,3,0,0,139,0,0,2,2,2
51000,2,2,0,0,100,0,0,2,2,2
45000,1,2,0,0,0,0,0,2,1,2
0,1,3,0,0,0,0,0,2,2,2
0,6,3,5,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,1
40000,2,1,0,18000,50,0,0,2,2,1
0,1,3,0,0,0,0,0,2,2,2
9000,3,3,0,0,0,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
73000,6,3,2,0,0,0,0,2,2,2
48000,3,1,1,0,0,0,0,2,2,2
57600,4,1,0,2592,2499,0,0,2,2,2
16800,2,3,1,0,0,0,0,2,1,2
0,1,2,0,0,0,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
80000,5,1,3,864,1133,0,0,2,2,2
0,2,3,0,0,0,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
27000,4,3,1,0,0,0,0,2,1,2
7000,2,3,1,0,0,0,0,2,1,2
11000,1,2,0,0,0,0,0,2,2,2
0,1,3,0,3720,500,0,0,2,2,2
85000,7,3,4,0,610,0,0,2,2,2
20000,4,3,3,0,200,0,0,2,2,2
19000,2,1,0,0,500,0,0,2,2,2
20140,2,1,0,4800,600,500,0,2,2,2
0,1,2,0,0,0,0,0,2,2,1
0,1,2,0,0,440,4700,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,4,2,1,0,0,0,0,2,2,2
50000,4,3,3,864,20000,0,0,2,2,2
35000,2,2,0,0,0,0,0,2,2,2
49000,4,3,2,0,0,0,0,2,1,2
5000,4,3,0,0,40,0,0,2,2,2
3600,1,2,0,0,0,0,0,2,1,2
10282,1,3,0,6884,3000,0,0,2,1,2
30000,1,2,0,2880,200,0,0,2,2,2
0,1,2,0,0,0,0,0,2,1,2
0,2,1,0,50,800,0,0,2,2,1
0,1,2,0,0,300,0,0,2,2,1
3000,1,3,0,0,500,0,0,2,2,2
10000,1,2,0,0,0,0,0,2,2,2
43000,5,1,3,0,0,0,0,2,2,1
54000,2,2,1,400,0,0,0,2,2,1
32000,1,3,0,960,0,0,0,2,2,1
25000,8,1,3,0,0,0,0,2,2,2
25000,5,1,3,0,0,0,0,2,2,2
70000,1,2,0,200,100,0,0,2,2,1
95000,1,2,0,0,300,0,0,2,2,1
32328,3,3,1,3748,300,0,0,2,2,1
32328,2,3,1,100,300,0,0,2,2,1
20000,2,3,1,0,0,0,0,2,2,1
28800,5,3,2,0,0,0,0,2,2,1
28800,4,1,2,0,0,0,0,2,2,1
80000,4,1,2,0,1000,0,0,2,2,1
36000,6,1,4,0,0,0,0,2,2,1
95000,3,1,0,8900,1300,0,0,2,2,1
0,3,1,1,0,8000,0,0,2,2,1
1440,5,1,2,0,0,0,0,2,1,1
0,3,3,2,0,100,0,0,2,1,1
30000,1,2,0,360,50,0,0,2,2,2
8000,3,3,2,0,600,0,0,2,1,1
0,1,2,0,0,300,0,0,2,2,1
60000,2,1,0,0,1300,0,0,2,2,1
180000,2,1,0,2650,650,0,0,2,2,2
35830,1,2,0,0,0,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
0,1,2,0,0,1500,0,0,2,2,2
0,1,2,0,0,435,0,0,2,2,2
100000,1,2,0,720,300,0,0,2,2,2
140000,1,2,0,9500,250,0,0,2,2,2
52000,2,2,0,8976,1800,0,0,2,2,2
45400,3,3,2,0,200,0,0,2,1,2
0,1,2,0,4200,5000,1,0,2,2,2
86000,4,1,2,700,2200,0,0,2,1,2
0,1,2,0,0,200,0,0,2,2,1
9000,1,2,0,0,200,0,0,1,2,1
0,1,2,0,0,0,0,0,2,2,2
42502,4,1,2,0,20,0,0,1,2,1
6834,1,3,0,0,0,0,0,2,2,2
3250,1,2,0,0,0,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
48002,5,1,3,1400,1200,0,0,2,2,1
0,1,2,0,540,840,0,0,2,2,1
185000,4,1,2,0,2700,600,0,2,2,2
0,2,1,0,0,2396,0,0,2,2,1
27000,1,3,0,3720,180,0,0,2,2,1
0,1,2,0,1768,9600,0,0,2,2,2
6800,3,1,1,0,600,1089,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
42000,1,2,0,0,500,0,0,2,2,2
28000,1,3,0,10800,6000,0,0,1,2,2
24950,1,2,0,800,500,0,0,2,2,2
203000,2,1,0,7200,0,0,0,2,2,2
27943,2,1,0,3408,0,0,0,2,2,2
18000,1,2,0,800,500,0,0,2,1,2
0,2,1,0,540,840,0,0,2,2,1
116800,5,1,1,1600,10000,0,0,2,2,2
98640,2,1,0,2400,2000,0,0,2,2,2
0,1,2,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
30000,1,2,0,1300,0,0,0,2,2,2
6200,1,2,0,0,0,0,0,2,2,2
8000,3,2,0,1768,10135,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,1
24000,1,3,0,0,30,0,0,2,2,2
23000,1,2,0,0,0,0,0,2,2,2
33000,1,3,0,0,0,0,0,2,1,1
0,1,2,0,0,0,0,0,2,2,2
22000,1,2,0,0,1500,0,0,2,2,1
0,1,3,0,0,0,0,0,2,2,2
32080,2,1,0,0,490,0,0,2,2,1
50000,2,3,0,0,100,0,0,2,2,2
44000,3,1,1,0,0,0,0,2,2,2
0,6,2,4,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,1
28600,3,3,2,2000,0,0,0,2,2,1
100000,1,2,0,500,1000,0,0,1,2,1
100000,4,1,1,10000,983,0,0,2,2,2
71000,2,1,0,5520,180,11024,0,2,2,2
163000,3,1,0,4840,2600,14205,0,2,2,2
0,1,3,0,0,0,0,0,2,2,2
75400,2,3,0,8400,2500,0,0,2,2,2
20000,3,3,1,0,0,0,0,2,2,2
30000,4,1,2,0,0,0,0,2,2,2
0,3,2,2,0,0,0,0,2,2,2
9000,1,3,0,0,0,0,0,2,2,1
64000,4,1,2,17800,50,0,0,2,1,1
31540,6,3,4,0,1100,3300,0,2,2,1
15000,1,2,0,6000,0,0,0,2,2,1
15000,3,1,1,0,0,0,0,2,2,1
69000,3,1,0,0,1200,0,0,2,2,1
41760,4,1,2,0,0,0,0,2,1,1
50000,2,3,0,0,300,0,0,2,2,1
0,1,3,0,0,0,0,0,2,2,1
30000,1,2,0,0,0,0,0,2,2,1
10800,3,3,2,0,150,0,0,2,2,1
70002,1,3,0,0,1000,0,0,1,2,1
0,2,1,0,6340,1400,0,0,2,2,1
107314,3,1,1,700,2200,3,0,2,2,1
0,3,3,0,0,100,0,0,2,2,2
0,2,2,1,0,0,0,0,2,2,2
11000,1,3,0,0,0,0,0,1,2,2
0,1,3,0,0,0,0,0,2,2,2
0,1,2,0,0,435,0,0,2,2,2
0,4,3,2,0,600,0,0,2,2,1
0,1,2,0,0,0,0,0,2,2,1
0,1,2,0,540,840,0,0,2,2,1
70000,4,1,2,1400,1000,0,0,2,1,1
0,2,1,0,3912,5442,0,0,2,2,2
0,2,1,0,38,2060,350,0,2,2,2
288000,2,1,0,700,1400,2010,0,2,2,2
117002,3,1,0,15600,1600,0,0,2,2,2
216000,2,1,0,1000,1000,0,0,2,2,1
40000,1,3,0,960,125,0,0,2,2,1
0,1,3,0,0,200,0,0,2,2,2
0,1,2,0,2256,9000,1000,0,2,2,2
17000,1,2,0,0,240,0,0,2,2,2
80000,3,2,0,0,0,0,0,2,2,2
24002,2,1,0,125,500,0,0,2,2,1
61000,1,3,0,3360,1800,0,0,2,2,2
0,1,3,0,0,250,0,0,2,2,2
0,2,3,0,0,450,100,0,2,2,2
90000,3,1,1,5200,3000,0,0,2,2,2
113000,2,1,0,14400,820,717,0,2,2,1
150000,5,1,3,0,3000,0,0,2,2,1
248000,4,1,2,4500,400,115,0,2,2,2
195000,1,2,0,4500,10000,25000,0,2,2,2
51000,1,3,0,3666,455,0,0,2,2,2
30000,1,2,0,1200,0,13112,0,1,2,1
0,1,3,0,0,0,1500,0,2,2,2
85000,3,3,0,7600,500,0,0,2,2,2
0,2,1,0,0,0,0,0,2,2,2
1200,2,2,0,0,0,0,0,2,2,2
0,1,3,0,0,0,0,0,2,2,1
96000,3,1,1,2000,2500,0,0,2,2,2
285000,4,1,2,2000,2700,0,0,2,2,2
250000,1,2,0,0,1000,0,0,2,2,1
0,1,3,0,19,300,0,0,2,2,2
0,2,1,0,0,400,0,0,2,2,1
76000,1,2,0,200,750,0,0,2,2,2
30000,2,3,0,0,3200,1500,0,2,2,1
19897,3,2,0,1200,3200,0,0,1,2,2
0,1,2,0,0,0,0,0,2,2,2
138000,2,1,0,2300,850,1100,0,1,2,2
6750,1,2,0,6600,2000,0,0,2,2,2
73000,2,1,0,4800,400,1,0,2,2,2
